S. No.,Zone,Phase,Cycle,UPC,Unnamed: 5,Survey_UPC,Project Name,Start Chainage,End Chainage,Start Lat,Start Long,End Lat,End Long
110,E,Phase 1,Cycle 2,N_02005_05001_UP,N/02005/05001/UP,N_02005_05001_UP,6L of Chakeri - Allahabad from 483.687 to km. 628.753 of Old NH-02,2800,61500,22.9807286715,77.6007005825,22.5481370311667,77.8127396381667
111,E,Phase 1,Cycle 2,N_02021_09001_UP,N/02021/09001/UP,N_02021_09001_UP,Jajmau-Ramadevi (rehabilitation of Ganga Bridge and upgradation of 4L divided carriageway,75500,80960,26.444659686833,80.417788295333,26.407457872167,80.382517990833
112,E,Phase 1,Cycle 2,N_04017_11001_UP,N/04017/11001/UP,N_04017_11001_UP,Kanpur - Kabrai from km. 0.00 to km. 123.863,7430,131300,26.421094702833,80.3192068125,25.3890340305,80.008369088667
113,E,Phase 1,Cycle 2,N_04021_05002_UP,N/04021/05002/UP,N_04021_05002_UP,Aligarh-Kanpur section (Package-IV from Naviganj - Mitrasen),302100,373090,27.189137229,79.391549850333,26.96308997,79.994406782667
114,E,Phase 1,Cycle 2,N_04021_05003_UP,N/04021/05003/UP,N_04021_05003_UP,Aligarh-Kanpur section (Package-V from Mitrasen-Kanpur),373085,433795,26.963840154833,79.9935951575,26.5117508639169,80.2460591995206
115,E,Phase 1,Cycle 2,N_08018_01001_UP,N/08018/01001/UP,N_08018_01001_UP,Unnao - Lalganj Section from km 0.000 to 70.000,2800,61500,22.9807286715,77.6007005825,22.5481370311667,77.8127396381667
116,E,Phase 1,Cycle 2,N_02005_07001_UP,N/02005/07001/UP,N_02005_07001_UP,"Management, Operation & Maintenance of Naini Cable Stayed Bridge across River Yamuna including approaches from Km 0.000 to 5.410",0,5420,25.439902398833,81.863193047,25.4035522069312,81.8391375558923
117,E,Phase 1,Cycle 2,N_08018_03001_UP,N/08018/03001/UP,N_08018_03001_UP,Short Term Maintenance of Prayagraj Bypass Junction-Mungra Badshahpur Section from Km 21.000 to 53.170 of NH-319D,21000,53270,25.4896352195,81.993731557833,25.677681315833,82.215733807667
118,E,Phase 1,Cycle 2,N_05014_01001_BR,N/05014/01001/BR,N_05014_01001_BR,4L of Hajipur-Muzaffarpur Section of the existing NH-77 from Km. 0+000 (Ramashish Chowk) to Km. 46+300 and new bypass starting at Km. 46+300 and connecting NH-28 of E-W Corridor at Km. 515+045,0,45870,25.705953831,85.2196516595,26.0778681136666,85.3770771731666
119,E,Phase 1,Cycle 2,N_08017_01001_BR,N/08017/01001/BR,N_08017_01001_BR,Patna Bakhtiyarpur section of NH-30 from km. 181.300 to km. 231.950,181900,183400,25.5842753503333,85.1225736908333,25.5847035411666,85.1374503656666
120,E,Phase 1,Cycle 2,N_08067_02001_BR,N/08067/02001/BR,N_08067_02001_BR,Koilwar Bhojpur from km. 137.375 of NH- 30 to km. 27.37 of NH-84,33250,77100,25.5687497705,84.8245023045,25.598327106,84.4183672366666
121,E,Phase 1,Cycle 2,N_05005_07001_BR,N/05005/07001/BR,N_05005_07001_BR,6L of Kanhauli - Ramnagar (Patna Ring Road PKG-I) from Km 0.000 to Km 39.160 of SH-78/ new NH-131G,300,39200,25.5797997353333,84.9156250565,25.4442054398333,85.2198719988333
122,E,Phase 1,Cycle 2,N_08020_02001_UP,N/08020/02001/UP,N_08020_02001_UP,Four Laning of Sultanpur to Varanasi (PKG-I) [from Jaunpur (Km 209.230) to Varanasi (Km 272.590)],134700,209230,26.254889497167,82.037058431833,25.826257299167,82.5312472395
123,E,Phase 1,Cycle 2,N_08020_03001_UP,N/08020/03001/UP,N_08020_03001_UP,Four Laning of Sultanpur to Varanasi (PKG-II) [from Jaunpur (Km 209.230) to Varanasi (Km 272.590)],209230,272620,25.8266739645,82.530797337667,25.430306381167,82.861066924
124,E,Phase 1,Cycle 2,N_02005_20001_WB,N/02005/20001/WB,N_02005_20001_WB,Sister Nivedita Bridge (2nd Vivekananda Bridge) & its approaches from km. 653.010 to km. 659.050 of Old NH-2. (New NH-12),653010,659070,22.657398932333,88.315303309333,22.6521554355,88.372675414667
125,E,Phase 1,Cycle 2,N_09089_01001_WB,N/09089/01001/WB,N_09089_01001_WB,Short term improvement and Routine Maintenance of NH-2E (Belghoria Expressway) from Km.0.000 to Km.7.363 excluding from Km.2.900 to 4.250 (BHS),0,7500,22.652495411833,88.438051640333,22.654199513,88.369594785833
126,E,Phase 1,Cycle 2,N_09073_01001_BR,N/09073/01001/BR,N_09073_01001_BR,O&M Period for 2 laning of Muzaffarpur-Sonbarsa Section of NH-77 from km 2.800 to km 89.000 in the State of Bihar under NHDP Phase-III on DBFOT Annuity Basis,2800,85500,26.1725326693333,85.3922549848333,26.840862911,85.5662066321666
127,E,Phase 1,Cycle 2,"N_02025_07004_WB
","N/02025/07004/WB
",N_02023_03001_BR,2nd Flyover (LCW) Parallel to Existing Flyover in Kishanganj Town,2800,61500,22.9807286715,77.6007005825,22.5481370311667,77.8127396381667
128,E,Phase 1,Cycle 2,N_04030_02001_OR,N/04030/02001/OR,N_04030_02001_OR,Rehabilitation and Upgradation to 4-laning of Angul-Sambalpur section of NH-42 from Km.112.000 to Km.265.000 in the State of Odisha under NHDP-IV on EPC mode – 150.858 Km.,112000,262860,20.8222015156666,85.0504898488333,21.4574145934322,84.0151244039895
129,E,Phase 1,Cycle 2,N_04001_23001_OR,N/04001/23001/OR,N_04001_23001_OR,Four Laning of Teleibani - Sambalpur from Km.493.30 to Km.521.30 and Km.545.176 to Km.567.40,493300,566076,21.5402745153333,84.5969071973333,21.4835035418333,83.9954147548333
130,E,Phase 1,Cycle 2,N_02004_09001_OR,N/02004/09001/OR,N_02004_08001_OR,Khandagiri Chowk Grade Separator (Km.412.000) on NH 16,410790,413040,20.2494378681666,85.7836350438333,20.2678829676666,85.7924361986666
131,E,Phase 1,Cycle 2,N_02004_05001_OR,N/02004/05001/OR,N_02004_05001_OR,6L of Bhubaneswar-Jagatpur- Chandikhole section of NH-16.,15,418990,20.2968296304435,85.835480577693,20.2968269394583,85.835462874
132,E,Phase 1,Cycle 2,N_08024_02003_UP,N/08024/02003/UP,N_08024_02003_UP,"Improvement and Up-Gradation of Existing Road to 4L PS from Km 175.080 to 229.070, from End of Hardoi Bypass to End of Hardoi District of NH 731 (Pkg-3)",175080,229150,27.330732144,80.185417694333,27.010365737,80.561211578167
133,E,Phase 1,Cycle 2,N_02004_09001_OR,N/02004/09001/OR,N_02004_09001_OR,Tangi to Bhubaneswar (km 355.0 to km 414.0) of NH-5 (New NH-16),410790,413040,20.2494378681666,85.7836350438333,20.2678829676666,85.7924361986666
134,E,Phase 1,Cycle 2,N_02004_03001_OR,N/02004/03001/OR,N_02004_03001_OR,Bhadrak (KM 136.500) to Baleshwar (KM 199.141),136500,199140,21.1421204411666,86.5623020513333,21.5501412993333,86.922174954
135,E,Phase 1,Cycle 2,N_02021_01014_UP,N/02021/01014/UP,N_02021_01014_UP,Strenthening and major maintenance work from Km 8.000 to Km 68.900 of NH-28 (new NH-27) of Lucknow-Ayodhya Section Pkg-1,15400,69040,26.894075096167,81.077338134167,26.789696500667,81.566870989167
136,E,Phase 1,Cycle 2,N_02021_04003_UP,N/02021/04003/UP,N_02021_04003_UP,"Operation and Maintenance of Lucknow Bypass Section (Km. 0.000 to Km. 22.875) of NH-56 A&B, Lucknow Outer Ring Road-3B (Km.79.516/79.000 to Km. 94.457/93.473) and Lucknow Outer Ring Road-Kisan Path (Km.0.491/0.495 to Km. 11.660/12.210)",79500,94590,26.990903811667,81.028149691667,26.889908351833,81.0809545955
137,E,Phase 1,Cycle 2,N_02021_01013_UP,N/02021/01013/UP,N_02021_01013_UP,"Strengthening, Improvement and routine maintenance of Lucknow-Kanpur section from km. 27.700 to km. 75.500 of NH-27 (Old NH-25) including construction of Drain & Service Road, rehabilitation of Unnao RoB",27300,75530,26.649803122667,80.796025903333,26.444162602833,80.417372945833
138,E,Phase 1,Cycle 2,"N_08064_01001_WB-RCW
","N/08064/01001/WB-RCW
",N_08064_01001_WB,2L PS of JH / WB Border (km. 70.524) - Purulia (km.84.400) & Purulia (km. 94.30) - Chandil (Junction with NH-33) (km. 153.705) of Old NH-32,70520,153720,23.4492941375,86.212018553833,22.9571738559543,86.0093226795148
139,E,Phase 1,Cycle 2,N_08062_01001_OR,N/08062/01001/OR,N_08062_01001_OR,4 Laning of Talcher to end of Kamakhyanagar Bypass km 8.844 - km 15.725 of NH-149 and km 301.875 - km 335.946 of NH-53 (Pkg-I),8500,336910,20.920657665833,85.222425671167,20.928648741667,85.571803862333
140,E,Phase 1,Cycle 2,N_08062_02001_OR,N/08062/02001/OR,N_08062_02001_OR,4 laning of End of Kamakhyanagar Bypass - Duburi from km. 335.946 to km 388.382 (Pkg-II),336900,388070,20.928923966167,85.570965354833,20.9891851635,85.978146685833
141,E,Phase 1,Cycle 2,N_08062_05001_OR,N/08062/05001/OR,N_08062_05001_OR,Rehabilitation and Upgradation of NH-149 from Km.0.000 to Km.68.280 (Pallahara to Pitiri section) to 2-lanes with paved shoulders under NHDO-IV in the state of Odisha on EPC Mode,0,68280,21.446019621,85.177106785667,20.945529850167,85.271027848667
142,E,Phase 1,Cycle 2,N_09084_01002_ML,N/09084/01002/ML,N_09084_01002_ML,"Strengthening/ improvement including regular maintenance work from the ch. Km 69.200 to 120.200 of the project ""Two Lane with paved shoulders configuration in Jowai Meghalaya Assam Border Section of NH44(New NH-6) from Km 69.200 to Km 173.200 (design Ch 171.455)",69200,125180,25.46637221,92.233167922667,25.169689640167,92.380883360833
143,E,Phase 1,Cycle 2,N_09083_02001_ML,N/09083/02001/ML,N_09083_02001_ML,Two- Laning of Shillong Bypass Connectuig NH-40 and NH-44 from Km 61.800 of NH-40 to Km 34.850 of NH-44 in the State of Meghalaya under SARDP-NE on BOT (Annuity) Mode.,0,48800,25.677962061833,91.905206116667,25.551744372167,92.059616588167
144,E,Phase 1,Cycle 2,N_04010_10001_JH,N/04010/10001/JH,N_04010_10001_JH,4L of Palma to Gumla from km. 26.00 to km. 89.170 of NH-23,26000,89180,23.317285320667,85.0946111585,23.053223172167,84.580376812333
145,E,Phase 1,Cycle 2,"N_02026_01003_WB
","N/02026/01003/WB
",N_02026_01003_WB,Short term Improvement and Routine Maintenance from Km.228.000 to Km.254.500 of Salsalabari to Assam Bengal Border section of NH-31C (New NH-27),2800,61500,22.9807286715,77.6007005825,22.5481370311667,77.8127396381667
146,E,Phase 1,Cycle 2,N_02005_19002_WB,N/02005/19002/WB,N_02005_19002_WB,6L of Palsit - Dankuni from Km 588.870 to Km 652.700,588870,651560,23.1643802615,88.031675967,22.665162625,88.304183796
147,E,Phase 1,Cycle 3,"N_08025_04001_JH-RCW
","N/08025/04001/JH-RCW
",N_08025_04001_JH,Barhi-Koderma Section of NH31 km 0.00 - km 27.5,0,27510,24.3056568661666,85.4174740666666,24.4529376496666,85.570808989
148,E,Phase 1,Cycle 3,N_04010_11001_JH,N/04010/11001/JH,N_04010_11001_JH,4 of Piska More (Km. 2.90) to Palma (Km. 26.00) of NH- 23,2800,61500,22.9807286715,77.6007005825,22.5481370311667,77.8127396381667
149,E,Phase 1,Cycle 3,N_05004_04003_JH,N/05004/04003/JH,N_05004_04003_JH,Balance work of Ranchi-Mahulia Section of NH-33 from Km 140.000 (Rampur) to Km 217.300 (Chowka) (Pkg-II),140000,217320,23.2751975225,85.4183187183333,22.9656675421666,85.9974883611666
150,E,Phase 1,Cycle 3,N_05004_04004_JH,N/05004/04004/JH,N_05004_04004_JH,Balance work of Ranchi-Mahulia Section of NH-33 from Km 217.300 (Chowka) to Km 233.350 (Saharbeda) (pkg-III),217300,233260,22.9656751293333,85.9974283054999,22.894211301,86.111748805
151,E,Phase 1,Cycle 3,N_05004_02004_JH,N/05004/02004/JH,N_05004_02004_JH,4 of Mahulia (km 277.500) to Baharagora (km 333.500) of NH-33 and Baharagora (km 199.200) to Chichira (km. 183.587) of NH-06,183535,333525,22.3040483266666,86.8735605718333,22.2782978078333,86.72492543
152,E,Phase 1,Cycle 3,N_08008_07001_JH,N/08008/07001/JH,N_08008_07001_JH,Bijupara (Km. 34.00) to Kuru (Km. 55.00) of NH-75 in Jharkhand,2800,61500,22.9807286715,77.6007005825,22.5481370311667,77.8127396381667
153,E,Phase 1,Cycle 3,N_08008_08001_JH,N/08008/08001/JH,N_08008_08001_JH,4 of Kutchery Chowk - Piska More - Bijupara from Km. 0.00 - Km. 34.00 of NH - 75,2800,61500,22.9807286715,77.6007005825,22.5481370311667,77.8127396381667
154,E,Phase 1,Cycle 3,N_08025_06001_JH,N/08025/06001/JH,N_08025_06001_JH,4 of Hazaribagh-Ranchi stretch of NH33 from Km 40.5 to Kml 14 including Kujju bypass,41650,115000,23.96454939,85.37309863,23.4455488693333,85.4327563819999
155,E,Phase 1,Cycle 3,N_05004_04005_JH,N/05004/04005/JH,N_05004_04005_JH,Balance work of Ranchi-Mahulia Section of NH-33 from Km 233.350 (Saharbeda) to Km 277.568 (Mahulia) (Package -IV),233600,277580,22.8913066841666,86.1145889828333,22.6555767476666,86.4058834181666
156,E,Phase 1,Cycle 3,N_08024_02003_UP,N/08024/02003/UP,N_08024_02003_UP,"Improvement and Up-Gradation of Existing Road to 4L PS from Km 175.080 to 229.070, from End of Hardoi Bypass to End of Hardoi District of NH 731 (Pkg-3)",175080,229080,27.3306782498333,80.1854193365,27.010180584,80.5614463691666
157,E,Phase 1,Cycle 3,N_08020_01001_UP,N/08020/01001/UP,N_08020_01001_UP,Lucknow (11.500) to Sultanpur (138.925) of NH-56 in Uttar Pradesh,90370,217800,26.2544783676666,82.0375824861666,26.8015968548333,81.0040330753333
158,E,Phase 1,Cycle 3,N_05018_01001_UP,N/05018/01001/UP,N_05018_01001_UP,Lucknow-Raibarelli,12700,82710,26.7680761775,80.9456771891666,26.213054914,81.2522081141666
159,E,Phase 1,Cycle 3,N_02005_08001_UP,N/02005/08001/UP,N_02005_08001_UP,6 of Handia to Varanasi Section from Km 712.900 to Km 785.544,712900,785560,25.3651357533333,82.1707979186666,25.272110204,82.8579048556666
160,E,Phase 1,Cycle 3,N_06019_02002_UP,N/06019/02002/UP,N_06019_02002_UP,4 PS of Prayagraj to UP/MP Border section of NH-27 (New NH-30) from Km. 4.285 to Km 45.627,2800,61500,22.9807286715,77.6007005825,22.5481370311667,77.8127396381667
161,E,Phase 1,Cycle 3,N_04019_08001_UP,N/04019/08001/UP,N_04019_08001_UP,Dagamagpur to Lalganj (km 49.1 - km 96.8),2800,61500,22.9807286715,77.6007005825,22.5481370311667,77.8127396381667
162,E,Phase 1,Cycle 3,N_08040_03001_UP,N/08040/03001/UP,N_08040_03001_UP,Varanasi (Km 12.01) to Birnon (Km 84.160) [Varanasi - Gorakpur] ( PKG-II),2800,61500,22.9807286715,77.6007005825,22.5481370311667,77.8127396381667
163,E,Phase 1,Cycle 3,N_08050_03001_UP,N/08050/03001/UP,N_08050_03001_UP,4 Laning of Ghaghra Bridge to Varanasi Section of NH-233 from Km. 240.340 to km. 299.350 [Package-III from start of Gossai Bazar Bypass to Varanasi] in the state of Uttar Pradesh under NHDP Phase-IV on EPC Mode,2800,61500,22.9807286715,77.6007005825,22.5481370311667,77.8127396381667
164,E,Phase 2,Cycle 1,N_05045_01001_UP,N/05045/01001/UP,N_05045_01001_UP,Agra -Aligarh,153010,234210,27.885500561667,78.0735885705,27.203155450833,78.040006292
165,E,Phase 2,Cycle 1,N_04021_02001_UP,N/04021/02001/UP,N_04021_02001_UP,Aligarh-Kanpur (Pkg I) [Aligarh-Bhadwas],149900,195790,27.861334934167,78.133693322167,27.633422414,78.5029537225
166,E,Phase 2,Cycle 1,N_02020_01001_UP,N/02020/01001/UP,N_02020_01001_UP,Jhansi-Orai from Km. 90.300 to Km. 225.713 of NH-27 (OMT-Pkg 12),90300,225710,25.457544129833,78.506962472833,26.022592833667,79.5393496715
167,E,Phase 2,Cycle 1,"N_08086_01002_AS
","N/08086/01002/AS
",N_02027_17003_AS,"Strengthening work of stretch of Khanapara to Jagiroad from Km. 163.400 to Km. 205.000 (Balance Portion of Guwahati Bypass, Package no. AS-03 & AS-20) of NH 37",171000,205070,26.099492030667,91.876244428833,26.111653599333,92.175765992833
168,E,Phase 2,Cycle 1,"N_02027_05008_AS
","N/02027/05008/AS
",N_02027_15001_AS,"6L Standalone Flyovers at Raha, Demow, Borghat, Kathiatali junctions and ROB at Jagiroad on stretches of NH 36 and NH 27",0,1430,26.120863438333,92.206666796167,26.179346240167,92.737354259333
169,E,Phase 2,Cycle 1,N_08005_06001_WB,N/08005/06001/WB,N_08005_06001_WB,4L of Dalkhola Bypass including ROB from Km. 446.740 to Km. 452.162 of NH-34,447602,452132,25.874821992,87.870517976333,25.882810350833,87.829540607167
170,E,Phase 2,Cycle 1,N_08005_05001_WB,N/08005/05001/WB,N_08005_05001_WB,Balance Work for Raiganj Dalkola section from km 398.00 to km 452.700 (excl. Dalkola Bypass),397100,452050,25.564552989833,88.135964340833,25.887919036167,87.823552436
171,E,Phase 2,Cycle 1,N_09059_01001_OR,N/09059/01001/OR,N_09059_01001_OR,Rimuli Koida km 163 - km 206 of NH 215,163000,206200,21.976154648333,85.585019374167,21.964238806167,85.270914898833
172,E,Phase 2,Cycle 1,N_05057_01002_OR,N/05057/01002/OR,N_05057_01002_OR,2L PS of Kanaktora - Jharsuguda from Km 0.0 to Km 68.0 including by-pass at Beipahar at Km. 52.00 of NH-200,0,3000,21.808436110333,83.839370630833,21.8288577035,83.845838068833
173,E,Phase 2,Cycle 1,N_08005_03001_WB,N/08005/03001/WB,N_08005_03001_WB,Berhampore (191.700) to Farakka (292.300) of NH-34 in the State of West Bengal,191700,290900,24.046141692833,88.247500750167,24.790320239167,87.915789185667
174,E,Phase 2,Cycle 1,N_09060_01002_OR,N/09060/01002/OR,N_09060_01002_OR,O&M of 4L Bhubneshwar - Puri Section from km. 0.00 to km. 56.500 of NH-316,0,56500,20.308651519667,85.872773367,19.852337289833,85.836316927667
175,E,Phase 2,Cycle 1,N_04018_04009_OR,N/04018/04009/OR,N_04018_04009_OR,"Development of 6L Greenfield Kandili to Tumbigura Section of NH-130CD Road from Km. 342+500 to Km. 365+033 under Raipur-Visakhapatnam economic corridor NH-130CD in the state of Odisha, on Hybrid Annuity Mode
(Package OD-08)",342500,365025,18.460012954167,82.966148916667,18.42829482,83.0411048925
176,E,Phase 2,Cycle 1,N_04018_04007_OR,N/04018/04007/OR,N_04018_04007_OR,"Development of 6L Greenfield Baunsagura to Baraja Section of NH-130CD Road from Km. 293+000 to Km. 338+500 under Raipur-Visakhapatnam economic corridor NH-130CD in the state of Odisha, on Hybrid Annuity Mode
(Package OD-06)",293000,338500,18.824199706167,82.8125639705,18.481921419833,82.940069051333
177,E,Phase 2,Cycle 1,N_04018_04006_OR,N/04018/04006/OR,N_04018_04006_OR,"Development of 6L Greenfield Kaliagura to Baunsagura Section of NH-130CD Road from Km. 249+000 to Km. 293+000 under Raipur-Visakhapatnam economic corridor NH-130CD in the state of Odisha, on Hybrid Annuity Mode
(Package OD-05)",249000,293000,19.129053041333,82.563972333167,18.824263942333,82.812432796333
178,E,Phase 2,Cycle 1,N_04018_04008_OR,N/04018/04008/OR,N_04018_04008_OR,"Development of 6L Greenfield Baraja to Kandili Section of NH-130CD Road from Km. 338+500 to Km. 342+500 under Raipur-Visakhapatnam economic corridor NH-130CD in the state of Odisha, on Hybrid Annuity Mode
(Package OD-07)",338500,342530,18.481946750333,82.94019547,18.460048092,82.966138235
179,E,Phase 2,Cycle 1,N_02004_10001_OR,N/02004/10001/OR,N_02004_10001_OR,Puintola to Tangi (km 284.00 to km 355.00) of NH-5 (New NH-16),284000,339450,19.392155055833,85.064345850333,19.817687510167,85.267814744667
180,E,Phase 2,Cycle 1,N_02004_11002_OR,N/02004/11002/OR,N_02004_11002_OR,Puintola - Icchapuram km 419.60 - km 484.00 under TOT Bundle - 1,419600,484000,19.392114240667,85.0644202635,19.046088540167,84.631844475333
181,E,Phase 2,Cycle 1,N_02027_05008_AS,N/02027/05008/AS,N_02027_05008_AS,Four Lane divided carriageway Road with paved shoulders configuration from Km.5+500 to Km. 35.862 of NH-36 and Km. 00+000 to 22+000 of NH-54 including 2.107 km Doboka Bypass.,0,1430,26.120863438333,92.206666796167,26.179346240167,92.737354259333
182,E,Phase 2,Cycle 1,N_08008_03001_JH,N/08008/03001/JH,N_08008_03001_JH,4L from km 196.87 (Sankha) to km 219.6 (Khajuri) on NH-75 [Rehla / Garhwa Bypass],196870,219630,24.215559368833,83.926783178833,24.1672355505,83.750139989167
183,E,Phase 2,Cycle 1,N_09070_01001_JH,N/09070/01001/JH,N_09070_01001_JH,Hariharganj to Parwa Mode section from km 23.284 to km 57.049 of NH-98,30000,57040,24.524438156,84.265306336833,24.330550089333,84.146555994
184,E,Phase 2,Cycle 1,N_08050_02001_UP,N/08050/02001/UP,N_08050_02001_UP,Four Laning of Ghaghra Bridge to Varanasi (PKG-II) [Budhanpur Urban section (Km 180.420) to Gossai ki bazaar bypass (Km 240.340)],180420,240340,26.279562394333,83.002566385167,25.877599237,83.015112215667
185,E,Phase 2,Cycle 1,"N_08003_06001_OR
","N/08003/06001/OR
",N_08003_06002_OR,Completion of Balance Work Panikoili – Rimuli section of NH-215 (New NH-20) from Km.0.000 to Km.163.000 (Design Chainage Km0.000 to 166.173) in the state of Odisha in single percentage item rate Contract,0,59000,20.914557288167,86.228722837,21.341395613,86.036101454
186,E,Phase 2,Cycle 1,"N_08003_06001_OR
","N/08003/06001/OR
",N_08003_06012_OR,Strengthening of Pavement (Overlaying works) with DBM and BC of Panikoili to Rimuli section of NH-20 (Old NH-215) (Panikoili-Keonjhar-Rimuli) from Km 0+000 to Km 60+000 (O&M Stretch) in the state of Odisha,0,59000,20.914557288167,86.228722837,21.341395613,86.036101454
187,E,Phase 2,Cycle 1,"N_08003_06001_OR
","N/08003/06001/OR
",N_08003_06011_OR,Strengthening of Pavement (Overlaying works) with DBM and BC of Panikoili to Rimuli section of NH20 (PanikoiliKeonjharRimuli) from Km 60.000 to Km 113.300,0,59000,20.914557288167,86.228722837,21.341395613,86.036101454
188,E,Phase 2,Cycle 1,"N_08003_06001_OR
","N/08003/06001/OR
",N_08003_06010_OR,Strengthening of Pavement (Overlaying works) with DBM and BC of Panikoili to Rimuli section of NH20 (PanikoiliKeonjharRimuli) from Km 113.300 to Km 166.173,0,59000,20.914557288167,86.228722837,21.341395613,86.036101454
189,E,Phase 2,Cycle 1,N_08017_02001_BR,N/08017/02001/BR,N_08017_02001_BR,Bakhtiyarpur-Mokama,153300,197900,25.4496254485,85.537715297667,25.376753280167,85.9533534355
190,E,Phase 2,Cycle 1,N_02027_06003_AS,N/02027/06003/AS,N_02027_06003_AS,Maintenance of Lanka to Hatikhali Section of NH54E from Km 22+000 to Km 83+400 (New NH-27) in the state of Assam (PBMC),22000,83400,25.939602558833,92.954498344333,25.594653882333,93.098593004667
