S. No.,Zone,Phase,Cycle,UPC,Unnamed: 5,Survey_UPC,Project Name,Start Chainage,End Chainage,Start Lat,Start Long,End Lat,End Long
408,B,Phase 1,Cycle 2,N_05038_02001_RJ,N/05038/02001/RJ,,Reengus-Sikar Section of NH-52,298075,342000,27.3796163728333,75.5536195576667,27.576579966,75.1941516821667
409,B,Phase 1,Cycle 2,N_08004_04002_RJ,N/08004/04002/RJ,,Rajasthan Border (Km 0.000) to Salasar (km 154.141) of NH-52 and 58 (old-65) in Rajasthan,0,154140,28.7693593575,75.5181174495,27.7221590048333,74.6774188456667
410,B,Phase 1,Cycle 2,N_08004_05001_RJ,N/08004/05001/RJ,,Salasar (Km 151.141) to Nagaur (Km 270.735) of NH-65 in Rajasthan,46141,165771,27.723263447,74.680917072,27.1985593185,73.7494228856667
411,B,Phase 1,Cycle 2,N_02001_02008_RJ,N/02001/02008/RJ,"N_02001_02006_RJ
N_02001_02007_RJ",Strengthening/ Overlaying on Six lane Gurgaon – Kotputli – Jaipur section of NH-48 (Old NH-8) from Km 107+100 to Km 273+000 in the State of Rajasthan at the Risk and Cost of Concessionaire on Item Rate Mode.,107100,188000,28.034431892,76.5017502395,27.4758539193333,76.0473816008333
412,B,Phase 1,Cycle 2,N_04003_10005_RJ,N/04003/10005/RJ,,Sangariya (near Chautala)-Rasisar (near Bikaner) (AJ/SR-Package-4),88000,115010,29.0697143593333,74.1023185601667,28.8400652616667,74.006811393
413,B,Phase 1,Cycle 2,N_04003_10006_RJ,N/04003/10006/RJ,,Sangariya (near Chautala)-Rasisar (near Bikaner) (Phase-I) (AJ/SR-Pkg 5),115000,140030,28.8410028091667,74.0073265038333,28.6327595708333,73.9071207213333
414,B,Phase 1,Cycle 2,N_04003_10009_RJ,N/04003/10009/RJ,,Sangariya (near Chautala)-Rasisar (near Bikaner) (Phase-I) (AJ/SR- Package-8),200000,225010,28.1602899055,73.6135926366667,27.9575094706667,73.5025629735
415,B,Phase 1,Cycle 2,N_02018_01005_RJ,N/02018/01005/RJ,N_02018_01001_RJ,Chittorgarh - Kota,891929,1052470,24.8426542465,74.5807735791667,25.1494172275,75.75038243
416,B,Phase 1,Cycle 2,N_02001_06001_RJ,N/02001/06001/RJ,,Gulabpura (Km 90.000) to Chittorgarh (Km 214.870) of NH-79 in Rajasthan,90000,214900,25.8549186093333,74.6176497433333,24.8321238576667,74.5662179418333
417,B,Phase 1,Cycle 2,N_02001_08001_RJ,N/02001/08001/RJ,,Six Lane Greenfield Udaipur Bypass [Connection between NH- 76 at Existing Km. 118.500 at Debari to NH-8 Km. 287.400 at Kaya Village] (Pkg-IV),0,23900,24.6029885668333,73.7808491508333,24.4628749163333,73.6530289776667
418,B,Phase 1,Cycle 2,N_06015_01004_RJ,N/06015/01004/RJ,N_06015_01002_RJ,Operation Maintenance of Two Laning with Paved Shoulder of Bhilwara Ladpura section of NH 758 From km 87.250 to Km 155.000 (Total length 67.750 kms) in Rajasthan,87250,155260,25.4186072841667,74.6108735485,25.1460064991667,75.1156537951667
419,B,Phase 1,Cycle 2,N_06015_01001_RJ,N/06015/01001/RJ,,Rajsamand-Bhilwara,0,87080,25.0284979706667,73.8602396586667,25.306817256,74.5624750278333
420,B,Phase 1,Cycle 2,N_03004_03001_RJ,N/03004/03001/RJ,,Gomati Chauraha - Udaipur km 177.00 - km 260.100 of NH-8,177000,256310,25.2819017316667,73.7845204328333,24.6573434425,73.7209566048333
421,B,Phase 1,Cycle 2,N_02001_09001_RJ,N/02001/09001/RJ,,6 of Udaipur to Shamlaji from Km 287.400 to km 401.200 of Old NH-8,333550,446510,24.454358964,73.6543316763333,23.6806430596667,73.3617165138333
422,B,Phase 1,Cycle 2,N_04003_11005_RJ,N/04003/11005/RJ,,Rasisar (near Bikaner)-Deogarh (near Dhandhaniya) (Phase-I) (AJ/RD- Package-4),90000,120040,27.0428371486667,72.9474749795,26.7949068286667,72.8258649436667
423,B,Phase 1,Cycle 2,N_04003_11007_RJ,N/04003/11007/RJ,,Rasisar (near Bikaner)-Deogarh (near Dhandhaniya) (Phase-I) (AJ/RD- Package-6),148000,177720,26.5630799363333,72.7177923236667,26.3194785383333,72.5973610865
424,B,Phase 1,Cycle 2,N_04003_12002_RJ,N/04003/12002/RJ,,Deogarh (near Dhandhaniya)- Rajasthan/Gujarat Border (Phase-I) (AJ/DRGB-Package-1),-1155,21005,26.3200248708333,72.59767556,26.1569026463333,72.4748771628333
425,B,Phase 1,Cycle 2,N_04003_12003_RJ,N/04003/12003/RJ,,Deogarh (near Dhandhaniya)- Rajasthan/Gujarat Border (Phase-I) (AJ/DRGB-Package-2),21000,48010,26.1568183246667,72.4748202805,25.936155441,72.394851044
426,B,Phase 1,Cycle 2,N_04037_01001_RJ,N/04037/01001/RJ,,4 of Beawar- Pali- Pindwara Section of NH 14 (km 0.000 to km 244.120),0,244250,26.0618989241667,74.2993221605,24.781045859,73.0301754661667
427,B,Phase 1,Cycle 2,N_04038_01001_RJ,N/04038/01001/RJ,,Four Laning of Mahua-Jaipur from Km 120.00 to Km 228.00,119950,229120,27.0340981123333,76.9018891935,26.8940453926667,75.8649162563333
428,B,Phase 1,Cycle 2,N_04038_02001_RJ,N/04038/02001/RJ,,4L of Bharatpur-Mahua from km. 63.00 to km. 120.00 of Old NH 11,62295,119635,27.1829551976667,77.4383190458333,27.0339842323333,76.9016554135
429,B,Phase 1,Cycle 2,N_04038_03001_RJ,N/04038/03001/RJ,,Four Laning of Agra-Bharatpur from km 17.756 to km 62.295 of NH-21,17756,62326,27.1443137773333,77.8343816331667,27.1832087146667,77.4373562741667
430,B,Phase 1,Cycle 2,N_08027_02002_RJ,N/08027/02002/RJ,N_08027_02004_RJ,Reconstruction & Rehabilitation Bituminous Pavement Works and Incidental Works of Deoli – Kota Section of NH – 12 (New NH – 52) from km 165.00 to Talabgaon Junction (Design km 167.624 to Km 205.724) (Package – 1),167624,205730,25.7303588158333,75.4132415783333,25.4610322203333,75.5882430706667
431,B,Phase 1,Cycle 2,N_02018_02001_RJ,N/02018/02001/RJ,,Kota bypass on NH-76 Contract Package (RJ-4),1052429,1080249,25.1493563906667,75.7502351036667,25.1826254735,75.9346597911667
432,B,Phase 1,Cycle 2,N_02001_05001_RJ,N/02001/05001/RJ,,Kishangarh (km 0.000) to Gulabpura (km 90.000) of NH-79A and NH-79 in Rajasthan,0,90010,26.5825893148333,74.9034797028333,25.8546411091667,74.617591897
433,B,Phase 1,Cycle 2,N_04006_04001_GJ,N/04006/04001/GJ,,4 of Godhra to Gujarat MP Border Section from Km. 129.000 to Km. 215.900 of NH-47 (Old NH-59),127848,214948,22.787609789,73.6727081103333,22.7831254996667,74.435492146
434,B,Phase 1,Cycle 2,N_04003_12004_RJ,N/04003/12004/RJ,,Deogarh (near Dhandhaniya)-Rajasthan/Gujarat Border (Phase-I) (AJ/DRGB-Package-3),48000,72000,25.9361743343333,72.3948713183333,25.7442413773333,72.2948163715
435,B,Phase 1,Cycle 2,N_04003_12005_RJ,N/04003/12005/RJ,,Deogarh (near Dhandhaniya)-Rajasthan/Gujarat Border (Phase-I) (AJ/DRGB-Package-4),72000,97000,25.7445295721667,72.2950144401667,25.5451930426667,72.188016212
436,B,Phase 1,Cycle 2,N_04003_11006_RJ,N/04003/11006/RJ,,Rasisar (near Bikaner)-Deogarh (near Dhandhaniya) (Phase-I) (AJ/RD-Package-5),120000,148000,26.795402698,72.8260931706667,26.5629009281667,72.717728285
437,B,Phase 1,Cycle 2,N_05038_01002_RJ,N/05038/01002/RJ,N_05038_01003_RJ,Maintenance of 4 Jaipur-Reengus section of NH-52 (Old NH-11) from Km. 246.300 to Km. 298.075,246300,298250,26.9981432345,75.7705335263333,27.3796646188333,75.5535509188333
438,B,Phase 1,Cycle 2,N_01002_01001_GJ,N/01002/01001/GJ,,Four Laning of Ahmedabad- Vadodara Expressway from km.0.000 to km 93.302,0,93300,22.988302028,72.6288959073333,22.3635655201667,73.1939825953333
439,B,Phase 1,Cycle 2,N_04006_03001_GJ,N/04006/03001/GJ,"N_04006_03003_GJ
N_04006_03004_GJ
N_04006_03005_GJ
N_04006_03006_GJ",4 of Ahmedabad-Godhra from km. 04.200 to km. 122.420 of NH-59,4200,122000,23.0261110258333,72.6785124956667,22.8161549618333,73.6291618676667
440,B,Phase 1,Cycle 2,N_02001_12001_GJ,N/02001/12001/GJ,,6 Laning of Ahmedabad - Vadodara Section from km 6.400 to km 108.700,6400,110010,22.9728099796667,72.588637036,22.3616684161667,73.1997720536667
441,B,Phase 1,Cycle 2,N_02015_02003_GJ,N/02015/02003/GJ,N_02015_02001_GJ,Bamanbore - Garamore from 182.6 km. to 254.54 km. under TOT Bundle - 1,182600,254580,22.4261431531666,71.0827506324999,22.9796529226666,70.8199757171666
442,B,Phase 1,Cycle 2,N_02014_01002_GJ,N/02014/01002/GJ,,Porbandar - Bhiladi - Jetpur from km. 01.96 to km. 117.00 under TOT Bundle - 1,1960,117640,21.6423752465,69.6307091251667,21.7868179165,70.6448804921667
443,B,Phase 1,Cycle 2,N_08009_01001_GJ,N/08009/01001/GJ,,Porbandar-Dwarka (Package VIII) from km. 379.100 to km. 496.848,379100,496860,21.5592516931667,69.684883095,22.2434786485,68.9698090408333
444,B,Phase 1,Cycle 2,N_04003_12006_RJ,N/04003/12006/RJ,,Deogarh (near Dhandhaniya)-Rajasthan/Gujarat Border (Phase-I) (AJ/DRGB-Package-5),97000,125000,25.5458559453333,72.1881618778333,25.3163910063333,72.0747411826667
445,B,Phase 1,Cycle 2,N_08015_03002_RJ,N/08015/03002/RJ,,"2L PS Jodhpur‐Pokaran Section of NH‐125 from km 11+000 to 16+700, km 18+560 to 51+740, km 53+070 to 101+400, km 126+500 to 175+433 (Total length 136+143 km).",11000,175430,26.3203814256667,72.9651952215,26.9324965158333,71.8740851851667
446,B,Phase 1,Cycle 2,N_08015_01001_RJ,N/08015/01001/RJ,,Bar-Bilara-Jodhpur (Km 0.000 to Km 111.000) of NH-112 in the State of Rajasthan,11,109831,26.0712953345,74.113697683,26.3351302846667,73.1393890075
447,B,Phase 1,Cycle 2,N_08057_01002_RJ,N/08057/01002/RJ,,Operation & Maintenance of 2L PS of Jodhpur-Pachpadra section of NH-25 from km. 95.140 to 114.610 and from km. 116.060 to 180.755,95140,180750,25.9215282316667,72.2442115971667,26.1974464576667,72.9433977393333
448,B,Phase 1,Cycle 1,N_02016_01010_GJ,N/02016/01010/GJ,N_02016_01002_GJ,Four Lane Elevated Deesa Flyover Section from Km 565+850 to km 569+600 (Length - 3.75 km) of NH - 27 in the state of Gujarat,565850,569600,24.2714516401667,72.1806545023333,24.245750138,72.2034747995
449,B,Phase 1,Cycle 2,N_04003_13002_GJ,N/04003/13002/GJ,,Sanchore - Santalpur from km 4.888 - km 35.000 of NH- 754K (AJ-RGBS-Package-1),4888,35018,24.6644712631667,71.7464572081667,24.4107630211667,71.6463219426667
450,B,Phase 1,Cycle 2,N_04003_13003_GJ,N/04003/13003/GJ,,Sanchore - Santalpur from km 35.000 - km 67.000 of NH- 754K (AJ-RGBS-Package-2),35000,67000,24.4114837115,71.646546815,24.170810228,71.5093430118333
451,B,Phase 1,Cycle 2,"N_02017_04002_RJ
N_02017_04003_GJ","N/02017/04002/RJ
N/02017/04003/GJ",N_02017_04001_GJ,Palanpur/ Khemana - Abu Road - Swaroopganj from km. 340.00 to km. 264.00,601000,677000,24.2294832118333,72.4542809635,24.6783786145,72.937572441
452,B,Phase 1,Cycle 2,N_02016_01010_GJ,N/02016/01010/GJ,N_02016_01002_GJ,Four Lane Elevated Deesa Flyover Section from Km 565+850 to km 569+600 (Length - 3.75 km) of NH - 27 in the state of Gujarat,565850,569600,24.2712581963333,72.1808436141667,24.2455794758333,72.2037045116667
453,B,Phase 1,Cycle 2,N_02016_01010_GJ,N/02016/01010/GJ,N_02016_01002_GJ,"Tolling, Operation, Maintenance & Transfer of Palanpur-Radhanpur- Samakhiyali section of NH-27 from Km. 589+600 to Km. 536+000 (TOT Bundle 5A1)",565850,569600,24.2712581963333,72.1808436141667,24.2455794758333,72.2037045116667
454,B,Phase 1,Cycle 2,N_02016_01009_GJ,N/02016/01009/GJ,,"Tolling, Operation, Maintenance & Transfer of Palanpur-Radhanpur- Samakhiyali section of NH-27 from Km. 536+000 to Km. 430+100 in the state of Gujarat (TOT Bundle 5A2)",430100,536000,23.741564067,71.1363002876667,24.132199164,71.9630624573333
455,B,Phase 1,Cycle 2,N_04009_01001_GJ,N/04009/01001/GJ,,Gujarat / Maharashtra Border - Surat - Hazira Port,0,131500,21.1028928668333,72.6271913815,21.1627460866667,73.7321556905
456,B,Phase 1,Cycle 2,N_02001_15004_GJ,N/02001/15004/GJ,N_02001_15002_GJ        ,Overlay & Routine Maintenance of Narmada Bridge Section of NH-48 from km. 192+000 to 198+745 in the state of Gujarat on item rate (percentage) basis,192000,198740,21.7256664146667,73.034219922,21.6790871871667,73.0698688305
457,B,Phase 1,Cycle 2,N_02016_01012_GJ,N/02016/01012/GJ,N_02016_02003_GJ,"Annual Maintenance, Incident Management and miscellaneous works on Chadotar - Palanpur Section of NH-27 (from Km. 589.600 to Km. 601.000) in the state of Gujarat.",589600,601000,24.187395997,72.387406686,24.230478356,72.4549752871667
458,B,Phase 1,Cycle 2,N_04006_01001_GJ,N/04006/01001/GJ,,Samakhiyali to Gandhidham section km 306.0 to km 362.160 of NH-8A,306000,362610,23.3066588825,70.5203352518333,23.0362493546666,70.1433077761666
459,B,Phase 1,Cycle 2,N_02015_03002_GJ,N/02015/03002/GJ,N_02015_03001_GJ,Garamore - Samakhiyali section from km 254.54 - km 306.00,254537,306017,22.9800061713333,70.8199460073333,23.3064502503333,70.5219920533333
460,B,Phase 1,Cycle 2,N_02001_13003_GJ,N/02001/13003/GJ,N_02001_13001_GJ,Strengthening and major maintenance work from Vadodara to Bharuch (Km.108.700 to Km. 192.000) of NH - 48,108700,192000,22.362590946,73.196626047,21.7254064488333,73.0343975961667
461,B,Phase 1,Cycle 2,N_01001_06001_GJ,N/01001/06001/GJ,,Vadodara Mumbai Expressway (Padra to Vadodara) (Phase IA - Pkg I) [Km 355.00 to Km 378.740],355000,378740,22.2699355928333,73.1047669938333,22.4604939933333,73.1169567583333
462,B,Phase 1,Cycle 2,N_01001_07001_GJ,N/01001/07001/GJ,,Vadodara Mumbai Expressway (Sanpa to Padra) (Phase IA - Pkg II) [Km 323.00 to Km 355.000],323000,355010,22.0045735166667,73.0062844088333,22.2704211373333,73.104673621
463,B,Phase 1,Cycle 2,N_01001_08001_GJ,N/01001/08001/GJ,,Vadodara Mumbai Expressway (Manubar to Sanpa) (Phase IA - Pkg III) [Km 292.000 to Km 323.000],292000,323000,21.7360976823333,72.9356220258333,22.0048114603333,73.0063237035
464,B,Phase 1,Cycle 2,N_02001_16007_GJ,N/02001/16007/GJ,N_02001_16003_GJ,Strengthening and major maintenance work from Km. 263.000 to Km. 381.000 of NH-48 (from Surat to Vapi section) ,263000,381000,21.1411016463333,72.9662874225,20.2274155618333,72.8826998183333
465,B,Phase 1,Cycle 2,N_04003_11002_RJ,N/04003/11002/RJ,,Rasisar (near Bikaner)-Deogarh (near Dhandhaniya) (Phase-I) (AJ/RD-Package-1),1900,30010,27.747488427,73.3580206743333,27.5283800733333,73.2132426205
466,B,Phase 1,Cycle 2,N_04003_11003_RJ,N/04003/11003/RJ,,Rasisar (near Bikaner)-Deogarh (near Dhandhaniya) (Phase-I) (AJ/RD-Package-2)-30km,30000,60000,27.5290897968333,73.2137269396667,27.287149985,73.0766001058333
467,B,Phase 1,Cycle 2,N_04003_11004_RJ,N/04003/11004/RJ,,Rasisar (near Bikaner)-Deogarh (near Dhandhaniya) (Phase-I) (AJ/RD-Package-3)-30km,60000,90000,27.2875121986667,73.0767951855,27.0424286466667,72.9473056301667
468,B,Phase 1,Cycle 2,N_08015_02001_RJ,N/08015/02001/RJ,,Jodhpur Ring Road Package-I [4-laning of Dangiawas (Km. 96.595) to Jajiwal (Km. 283.500),0,74870,26.271608878,73.2559616686667,26.4461854618333,73.102462144
469,B,Phase 1,Cycle 2,N_04003_12009_RJ,N/04003/12009/RJ,,Deogarh (near Dhandhaniya)-Rajasthan/Gujarat Border (Phase-I) (AJ/DRGB-Package-8),180000,207140,24.8715812146667,71.8511153436667,24.6642908888333,71.746369828
470,B,Phase 1,Cycle 2,N_06034_01002_GJ,N/06034/01002/GJ,,Upgradation to 4-lane of Bhimasar Junction of NH-41 to Anjar Bhuj up to Airport Junction from km. 0.000 to km. 65.478 of NH-341 ,0,65470,23.1957133408333,70.2191870903333,23.270693184,69.6757330025
471,B,Phase 1,Cycle 2,N_08081_01002_GJ,N/08081/01002/GJ,,Strengthening of project from Maharashtra border-Sagbara-Dediapada-Netrang section of NH-753B from Km. 117.400 to Km. 175.400 in the state of Gujarat,117400,175400,21.529672501,73.8465998996666,21.6383367266666,73.3677559168333
472,B,Phase 1,Cycle 2,N_01001_03015_RJ,N/01001/03015/RJ,,4L Greenfield spur from Delhi-Vadodara Greenfield Expressway near Bandikui to Jaipur.,0,66710,26.9800906273333,76.5329547238333,26.875963803,75.9272006745
473,B,Phase 1,Cycle 2,N_01001_05005_GJ,N/01001/05005/GJ,,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-29) (Ch.780+920 to Ch.803+420) [Bhamaiya Village to Baletiya Village],328500,351010,22.7934504038333,73.5770199573333,22.6370899326667,73.4397593168333
474,B,Phase 1,Cycle 2,N_01001_03009_RJ,N/01001/03009/RJ,,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-11) (Ch. 319.400 to Ch. 331.030) [Hardeoganj village near Indergarh to Major Bridge on Mej River],319400,331030,25.7241881983333,76.2459482051667,25.6299206328333,76.2034360725
475,B,Phase 1,Cycle 2,N_01001_03010_RJ,N/01001/03010/RJ,,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-12) (Ch. 331.030 to Ch. 359.170) [Major Bridge on Mej River to Junction with SH-37A],331030,359170,25.6303457423333,76.2033414218333,25.3818233568333,76.1981420923333
476,B,Phase 1,Cycle 2,N_01001_03011_RJ,N/01001/03011/RJ,,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-13) (Ch. 359.170 to Ch. 388.420) [Junction with SH-37A to Junction with NH- 76],359170,388420,25.3817117593333,76.1981328521666,25.145250764,76.0738461455
477,B,Phase 1,Cycle 2,N_01001_03012_RJ,N/01001/03012/RJ,,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-14) (Ch. 388.420 to Ch. 419.000) [Junction with NH- 76 to Junction with NH-12 near village Ummedpura],388420,418300,25.1451566115,76.073793896,24.8966990518333,75.9595060971666
478,B,Phase 1,Cycle 2,N_01001_03014_RJ,N/01001/03014/RJ,,Delhi-Vadodara Greenfield Alignment (NH-148N) (Pkg-16) (Ch. 427.300 to Ch.452.420) [Major bridge over Takli river near Nayagaon Jageer village to Rajasthan/MP Border],427300,452600,24.8182568383333,75.935511569,24.616218717,75.8572241076666
479,B,Phase 1,Cycle 2,N_09011_01002_RJ,N/09011/01002/RJ,N_09011_01001_RJ,2L PS of Karauli - Dholpur from km 83.960 to 184.460 of Old NH-11B,84960,185700,26.5142741768333,77.021350457,26.6965773743333,77.8906687573333
480,B,Phase 1,Cycle 2,N_09013_01002_RJ,N/09013/01002/RJ,N_09013_01001_RJ,Uncha Nagla - Dholpur Section of NH-123 (0.000 to 75.008).,-650,75000,26.744288539,77.9018705628333,27.1546850756667,77.5801260636667
481,B,Phase 1,Cycle 2,N_01001_09001_GJ,N/01001/09001/GJ,,Vadodara Mumbai Expressway (Ankleshwar to Manubar) (Phase IA- Pkg IV) [Km 279.000 to Km 292.000],279000,292000,21.6235223538333,72.9383801861666,21.7362114245,72.9356440788333
482,B,Phase 1,Cycle 2,N_01001_11002_GJ,N/01001/11002/GJ,,Vadodara Mumbai Expressway (Ena -Kim) (Phase IB - Pkg VI)[Km 217.500 to Km 254.430],217500,254430,21.1059464261666,73.0410345378333,21.4132809195,72.9649773725
483,B,Phase 1,Cycle 2,N_01001_11003_GJ,N/01001/11003/GJ,,Vadodara Mumbai Expressway (Gandeva to Ena) (Phase IB - Pkg VII)[Km 190.00 to Km 217.500],190150,217520,20.8642176325,73.0742043098333,21.1064471301666,73.0409019803333
484,B,Phase 2,Cycle 1,N_08009_09001_GJ,N/08009/09001/GJ,,4L of Bhavnagar - Talaja (Package-I) from Km. 6.945 to Km. 54.990 of Old NH-8E,54990,100440,21.34436708,72.02112635,21.06667827,71.74397062
485,B,Phase 2,Cycle 1,N_04003_14001_GJ,N/04003/14001/GJ,,4L of Dhrol-Bhadra-Patiya section from 0.000 to km 13.600 and Bhadra Patiya - Pipaliya section from 73.00 to km 24.00 of NH-151A,6000,62500,22.6072061078814,70.3965112818281,22.9296311896363,70.674017609187
486,B,Phase 2,Cycle 1,N_07024_01001_GJ,N/07024/01001/GJ,,4L of Dwarka-Khambaliya-Devariya section from km 203.500 to km 176.500 and from km 171.800 to km 125.000 of NH-151A,0,76240,22.0645972867525,69.1537168337689,22.3312967285949,69.7746629922537
487,B,Phase 2,Cycle 1,N_08009_06001_GJ,N/08009/06001/GJ,,Kagvadar - Una (Package-IV),140470,181440,20.98017891,71.40542044,20.83998345,71.06923056
488,B,Phase 2,Cycle 1,N_06035_01003_GJ,N/06035/01003/GJ,IRSM,Short term improvement and routine maintenance of 4L  Gandhidham (Kandla)- Mundra port section from Km 0.00 to Km. 71.4 of NH-8A (Extn.),300,71390,23.0874594233801,70.1435992951095,22.8835322817648,69.5660364057903
489,B,Phase 2,Cycle 1,N_08063_01003_GJ,N/08063/01003/GJ,,Maintenance works and activities on section from Km 0.000 to Km 123.454 of Jetpur–Somnath section of NH-151 in the State of Gujarat,0,121620,21.75336537,70.59365379,20.89458296,70.40846186
490,B,Phase 2,Cycle 1,N_08009_08002_GJ,N/08009/08002/GJ,N_08009_08001_GJ,4L of Talaja - Mahuva from 54.990 km. to 100.450 km. of Old NH-8E (Package-II),54990,100440,21.34436708,72.02112635,21.06667827,71.74397062
491,B,Phase 2,Cycle 1,N_08009_07002_GJ,N/08009/07002/GJ,N_08009_07001_GJ,4L of Mahuva to Kagvadar from 100.450 Km. to 140.470 Km. of NH-8E (Pkg- III),100450,140460,21.0667635974285,71.7441072507705,20.9800166995204,71.4051334560117
492,B,Phase 2,Cycle 1,N_08009_04001_GJ,N/08009/04001/GJ,,Kodinar - Veraval (Package VI) from km. 221.610 to km. 263.00 of NH-8E & km. 120.900 to km. 121.150 of NH-8D,230000,263170,20.838907295332,70.6712235786525,20.894780676276,70.412033291949
493,B,Phase 2,Cycle 1,N_08009_04002_GJ,N/08009/04002/GJ,,4L Kodinar - Veraval (Package VI) from km. 222.400 to km. 230.00 (Kodinar Bypass) of NH-8E (NH 51 new),222400,229720,20.7942715115696,70.7203182017384,20.8357032091245,70.6732248673382
494,B,Phase 2,Cycle 1,N_04003_13002_GJ,N/04003/13002/GJ,,Sanchore - Santalpur from km 4.888 - km 35.000 of NH- 754K (AJ-RGBS-Package-1),4888,34988,24.6646410627045,71.7465689693581,24.411465303705,71.6465417974428
495,A,Phase 1,Cycle 1,N_08056_01001_HR,N/08056/01001/HR,,Ambala - Saha,0,14870,30.3386622116667,76.8305594538333,30.3005335385,76.9687651283333
496,A,Phase 1,Cycle 1,N_02007_09001_HR,N/02007/09001/HR,,Panipat Elevated Flyover from km. 86.00 to km. 96.00 on NH-44 (old NH- 1),86000,96000,29.3544490451667,76.9793223816667,29.4432645708333,76.9705787895
497,A,Phase 1,Cycle 1,N_06012_01001_PB,N/06012/01001/PB,,Ambala - Chandigarh from km. 5.735 to km. 39.960 of Old NH-22 and km.0.000 to km. 0.870 of Old NH-21,5735,39495,30.3791776875,76.795067589,30.6595312671667,76.8245896005
498,A,Phase 1,Cycle 1,N_08061_01001_PB,N/08061/01001/PB,,"Chandigarh (km.0.000) to Kharar
(km10.185) of NH-21 and NH-95 in Punjab",0,10240,30.7431257956667,76.7221069305,30.761591482,76.6310674438333
499,A,Phase 1,Cycle 1,N_06037_02006_HR,N/06037/02006/HR,N_06037_01001_HR,Four Laning of Yamunanagar - Panchkula Section of Old NH 73 (Pkg - 3) from km. 160.357 to km. 179.248,160357,176427,30.6009797875,76.9511483186667,30.6996937178333,76.871463052
500,A,Phase 1,Cycle 1,N_08078_01001_PB,N/08078/01001/PB,,"Kharar Km. 10.185 (Design Chainage) to Samrala Chowk, Ludhiana Km 86.199 (Design Chainage) In the State Of Punjab",10185,86215,30.7547150901667,76.6298679928333,30.9107594228333,75.879708275
501,A,Phase 1,Cycle 1,N_08021_01001_PB,N/08021/01001/PB,,Kharar(km15.765) to Kurali(kn29.90) oh NH-205 in Punjab,16200,29960,30.76067153,76.6317649703333,30.8534068381693,76.5642325244622
502,A,Phase 1,Cycle 1,N_08021_02001_PB,N/08021/02001/PB,,Kiratpur - Kurali from km. 28.60 to km. 73.20,28600,73270,30.8531559581667,76.5642150168333,31.1856320125,76.5884272185
503,A,Phase 1,Cycle 1,N_06037_02007_HR,N/06037/02007/HR,N_08056_02002_HR,Routine Maintenance and Incident Management of Yamunanagar Panchkula Highway Section of NH-344 (Old NH-73) from km. 70.830 to km. 157.192 (Package-I and Package-II),70830,87000,30.0702635366667,77.350197909,30.1305310646667,77.2172274171667
504,A,Phase 1,Cycle 1,N_06037_03001_HR,N/06037/03001/HR,,Saha - Shahbad from Km. 14.840 to Km. 31.760,14840,31770,30.3003279836667,76.968763377,30.1913226421667,76.8596460485
505,A,Phase 1,Cycle 1,N_08071_01001_HR,N/08071/01001/HR,,"Zirakpur -Parwanoo from km.39.96 to km. 67.65 including Pinjore - Kalka Parwanoo Bypass in the State of PB, HR, HP",39960,67690,30.6607358355,76.8300699305,30.8360242145,76.981392223
506,A,Phase 1,Cycle 1,N_02007_07001_PB,N/02007/07001/PB,,Laddowal Bypass (Km. 0.000) to (Km. 17.041) Linking with NH-95 with NH- 1 Via Laddowal Seed Farm of NH-95 in Punjab,0,17040,30.8953403068333,75.799376935,30.9839614566667,75.7915144696667
507,A,Phase 1,Cycle 1,N_03002_01004_HR,N/03002/01004/HR,,6 Access Controlled Highway from Jn. with Sector 62/65 dividing road on Faridabad - Ballabhgarh Bypass to Jn. with KMP Expressway with NH- 148NA from km. 33.00 to km. 59.063,33400,59000,28.3051699253333,77.3393967005,28.1647068641667,77.1579445968333
508,A,Phase 1,Cycle 1,N_02001_01009_DL,N/02001/01009/DL,N_02001_01001_DL,"Access Controlled Highway of Delhi- Gurgaon section of NH-48 from km 
14.30 to km 42.00 (Access Controlled Highway of Delhi- Gurgaon section of NH-48 from km11.00 to 14.30 and Underpasses - x5)",0,1040,28.5062656133333,77.0946269201667,28.508334523,77.0951663891667
509,A,Phase 1,Cycle 1,N_01007_01001_DL,N/01007/01001/DL,N_01007_01001_DL-RCW,DEVELOPMENT OF DELHI – MEERUT EXPRESSWAY (PACKAGE – I) FROM CH: 0+000 TO CH: 8+716 (LENGTH: 8.716 KM) IN THE STATE OF DELHI/UTTAR PRADESH,0,8710,28.5984742581667,77.2558400678333,28.6324653209783,77.334457002413
510,A,Phase 1,Cycle 1,N_01007_02001_DL,N/01007/02001/DL,N_01007_02001_DL-RCW,DEVELOPMENT OF DELHI – MEERUT EXPRESSWAY (PACKAGE – II) FROM CH: 8+716 TO CH: 28+000 (LENGTH: 19.284 KM) IN THE STATE OF DELHI/UTTAR PRADESH- Delhi Meerut Expressway Km.27.740 of NH-24 - Km.51.975,8700,27990,28.6324627325,77.3341749771667,28.6802373141667,77.5040584463333
